company_name,company_address,num_employees_affected,layoff_date,union,union_rep_info,local_workforce_investment_area,date_notice_received,layoff_or_closure,severance,bumping_rights,jobs,updated(BLN)
HomeStreet Bank,"['1359 N. Grand Avenue', ' Covina', ', CA', ' 91724']",66,2/28/15,No,,Los Angeles County WDACS                                                        ,1/7/15,Closure,Employer did not State,No,"{'Accounting Specialist II': 1, 'Administrative Asst': 1, 'Administrative Spec': 1, 'BSA/Fraud Analyst': 1, 'Chief Admin Officer': 1, 'Chief Information Officer': 1, 'Chief Lending Offr': 1, 'Chief Marketing & Digital Officer': 1, 'Chief Retail Banking Officer': 1, 'Chief Risk Officer': 1, 'Consumer Ln Officer': 2, 'Consumer Loan Consultant': 1, 'Consumer Loan Processor': 1, 'Consumer Loan Servicer': 1, 'Customer Care Representative I': 5, 'Developer II': 1, 'eCommerce Manager': 1, 'Electronic Delivery Specialist': 2, 'Electronic Delivery Specialist II': 3, 'eMarketing Specialist': 1, 'Executive Assistant': 1, 'Facilities Technician': 1, 'Financial Reporting Analyst': 1, 'Financial Reporting Manager': 1, 'Fulfillment Rep': 3, 'Human Resouces Generalist I': 2, 'Lead Customer Care Representative': 1, 'Lead Electronic Delivery Specialist': 1, 'Loan by Phone Rep': 4, 'Loss Mitigation Manager': 1, 'Loss Mitigation Specialist': 1, 'Marketing Supervisor': 1, 'Network Administrator III': 1, 'Payroll/HR Specialist': 1, 'Portfolio Analyst': 1, 'President/CEO': 1, 'Quality Control Specialist': 1, 'RE Loan Servicer': 3, 'Sr Database Manager': 1, 'Sr Software Developer': 1, 'Sr. Accounting Specialist': 1, 'Sr. Consumer Loan Consultant': 1, 'SR. Financial Specialist': 1, 'System Administraive II': 1, 'System Administrative III': 1, 'VP Controller': 1, 'VP Information Technology': 1, 'VP Service Banking': 1, None: None}",3/16/20
House of Blues Los Angeles Restaurant Corporation,"['8430 Sunset Boulevard', ' West Hollywood', ', CA', ' 90069']",197,8/7/15,No,,Los Angeles County WDACS                                                        ,6/1/15,Closure,Employer did not State,No,"{'Administration - Foundation': 1, 'Artist Relations - MH': 1, 'Assistant to GM - Administration': 1, 'Barback Indirect - Foundation': 2, 'Barback Indirect - MH': 2, 'Barback Indirect - Restaurant': 2, 'Bartender Direct Tipped - Foundation': 3, 'Bartender Direct Tipped - MH': 12, 'Bartender Direct Tipped - Restaurant': 3, 'Busser Indirect - Foundation': 4, 'Cashier - Administration': 1, 'Chef - Executive': 1, 'Cocktail Server Direct Tipped - Foundation': 3, 'Cocktail Server Direct Tipped - MH': 6, 'Director - Foundation Operations': 1, 'Director - Operations': 1, 'Director - Sales': 1, 'Dishwasher - Foundation': 1, 'Dishwasher - Restaurant': 4, 'Door Host/Security - Foundation': 3, 'Door Host/Security - MH': 35, 'Host - Foundation': 3, 'Host - Restaurant': 5, 'Human Resources Asst - Administration': 1, 'Lead - MH': 4, 'Lead Auditor - Administration': 1, 'Lighting Director - MH': 3, 'Line Cook - Foundation': 2, 'Line Cook - Restaurant': 5, 'Maintenance - Administration': 2, 'Manager - Box Office': 1, 'Manager - Finance': 1, 'Manager - Foundation Sales': 1, 'Manager - General': 1, 'Manager - Logistics': 1, 'Manager - MH': 1, 'Manager - Production': 1, 'Manager - Restaurant': 1, 'Manager - Sales': 1, 'Marketing - Administration': 1, 'Party Pay A - Foundation': 4, 'Party Pay A - MH': 1, 'Prep Cook - Restaurant': 8, 'Production Coordinator - MH': 1, 'Retail - Retail': 4, 'Runner Indirect - Foundation': 1, 'Runner Indirect - Restaurant': 2, 'Sales - Administration': 1, 'Server Direct - Brunch': 5, 'Server Direct - Foundation': 1, 'Server Direct - Restaurant': 10, 'Server Direct Green Room - MH': 1, 'Sound Engineer - Foundation': 2, 'Sound Engineer - MH': 6, 'Stage Hands - MH': 4, 'Stage Manager - MH': 4, 'Supervision - Foundation': 1, 'Supervision - MH': 2, 'Supervision - Restaurant': 2, 'Supervisor Box Office - MH': 2, 'Supervisor Kitchen - Foundation': 1, 'Supervisor Kitchen - Restaurant': 1, 'Ticket Sales - MH': 6, 'Usher-MH': 1, 'VIP Host - MH': 2, None: None}",3/16/20
"International Coffee & Tea, LLC","['1804 Lincoln Boulevard', ' Santa Monica', ', CA', ' 90405']",69,4/4/15,No,,Los Angeles County WDACS                                                        ,2/10/15,Closure,Employer did not State,No,"{'Assistant Shift Manager - Trainer': 1, 'Assistant Shift Supervisor - Trainer': 4, 'Bagel Assistant Manager - Trainer': 1, 'Bagel Staff': 5, 'Bakery Driver': 9, 'Bakery Driver - Trainer': 1, 'Bakery Liaison Coordinator': 1, 'Bakery Office Assistant': 1, 'Bakery Worker': 3, 'Box Person': 1, 'Cakes': 2, 'Director, Bakery Operations': 1, 'Driving Supervisor': 1, 'Janitor': 5, 'Manager Quality/Training': 1, 'Manager, Kitchen': 1, 'Mixer': 3, 'Order Coordinator': 4, 'Oven Person': 3, 'Packer': 10, 'Pastry Assistant Manager - Trainer': 1, 'Pastry Staff': 5, 'Shift Supervisor - Bakery': 4, 'Supervisor Vehicle Maintenance and Distribution': 1, None: None}",3/16/20
"Intuit, Inc.","['409 Santa Monica Boulevard, Suite A', ' Santa Monica', ', CA', ' 90401']",49,8/24/15,No,,Los Angeles County WDACS                                                        ,6/30/15,Closure,Employer did not State,No,"{'Associate Product Mgr': 1, 'Communications Specialist': 1, 'Content Developer 2': 1, 'Coordinator 2': 1, 'Dir Finance': 1, 'Dir Product Mgmt': 1, 'Fulfillment Specialist 2': 3, 'Fulfillment Specialist 3': 2, 'Group Marketing Mgr': 1, 'Interaction Designer': 2, 'Marketing Mgr': 2, 'Marketing Ops Admin 2': 1, 'Product Mgr': 2, 'Project Mgr': 1, 'Service and Support Rep': 3, 'Service Desk Analyst 1': 1, 'Sr Application Ops Eng': 1, 'Sr Communications Specialist': 1, 'Sr Direct Marketing Mgr': 1, 'Sr SW Engineer': 6, 'Sr Visual Designer': 1, 'Staff Business Data Analyst': 1, 'Staff SW Engineer': 3, 'Supply Chain Operations Mgr': 1, 'SW Engineer 1': 2, 'SW Engineer 2': 2, 'Web Copy Editor': 5, 'Web Designer': 1, None: None}",3/16/20
Living Social,"['21250 Hawthorne Boulevard, Suite 380', ' Torrance', ', CA', ' 90503']",79,11/5/14,No,,"City of Long Beach, Pac Gateway Innovation Network                              ",11/14/14,Closure,Employer did not State,No,"{'Inside Sales Mgr': 1, 'Inside Sales Specialist': 58, 'Manager, Inside Sales': 2, 'Marketing Specialist': 1, 'New Business Associate': 11, 'New Business Associate - Marke': 1, 'Office Manager (Torrance)': 1, 'Senior Specialist': 1, 'Sr. Inside Sales Specialist': 1, 'Team Lead': 1, 'Technical Support Analyst': 1, None: None}",3/16/20
Hewlett-Packard Company,"['1501 Page Mill Road', '3000 Hanover Street', 'Palo Alto', ', CA', ' 94304']",39,8/1/14,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",8/5/14,Layoff,Employer did not State,No,"{'Appl Mgmt Svc Del Cons II': 1, 'Appl Mgmt Svc Del Cons III': 1, 'Business Analyst II': 1, 'Business Consulting V': 1, 'Business Planning Manager II': 1, 'Business Planning Manager III': 1, 'Customer Proj/Prgm Mgr IV': 1, 'Dir eCommerce II': 1, 'Dir Public Relations II': 1, 'Dist. Tech. - SW Operating Sys': 1, 'Engr Program Mgr II': 1, 'Executive Assistant II': 1, 'IT Business Consultant V': 2, 'IT Developer/Engineer IV': 1, 'IT Ops/Support Analyst II': 1, 'Manager Info Technology II': 1, 'Mgr Business Operations II': 1, 'Mgr Developer/Engineer II': 1, 'Mgr Indus/Cust Segmt Mktg II': 1, 'Partner Sales Rep IV, Systms': 1, 'Presales Bus Cons V, HP SW': 1, 'Process & Capabilities Mgr II': 1, 'Process & Capabilities Mgr III': 1, 'Project Manager IV-Internal': 1, 'Project Manager V-Internal': 1, 'PSS Life Cycle Mktg Mgr III': 2, 'Quality Analyst V': 1, 'Sales Specialist III, HP SW': 1, 'Service Segment Mgr V': 1, 'SW Eng Support Specialist III': 3, 'SW Eng Support Specialist V': 1, 'Systems/Software Engr II': 1, 'Systems/Software Engr V': 1, 'Systems/Software Engr VII': 1, 'Technology Consultant III': 1, None: None}",3/16/20
Hewlett-Packard Company,"['1501 Page Mill Road', '3000 Hanover Street', 'Palo Alto', ', CA', ' 94304']",80,10/24/14,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",12/2/14,Layoff,Employer did not State,No,"{'Business Consulting V': 1, 'Business Operations Mgr III': 1, 'Business Planning Manager II': 1, 'Business Planning Manager III': 1, 'Customer Proj/Prgm Mgr II': 1, 'Customer Proj/Prgm Mgr III': 1, 'Customer Proj/Prgm Mgr IV': 1, 'Customer Proj/Prgm Mgr VI': 1, 'Dir Engineering I': 1, 'Dir Tax II': 1, 'Director Info Technology II': 1, 'Engineer V': 2, 'Engr Program Mgr III': 1, 'HR Operations Advisor II': 1, 'Info Systems Architect IV': 2, 'Information Developer IV': 1, 'IT Business consultant V': 3, 'IT Developer/Engineer III': 2, 'IT Developer/Engineer IV': 9, 'IT Developer/Engineer V': 2, 'IT Ops/Support Analyst IV': 2, 'ITO Svc Delivery Cons III': 2, 'Manager, EHS II': 1, 'Marcom Programs Mgr III': 1, 'Mgr Consulting I': 1, 'Mgr Developer/Engineer II': 1, 'Mgr I, Presales Consulting': 1, 'Mgr Systems/Software Engr IV': 1, 'Mgr, Practice Principal II': 1, 'Mgr, Prgm Mgt Office II': 1, 'Operational Process Mgmt Ana V': 1, 'Partner Sales Rep IV, Systems': 1, 'Process & Capabilities Mgr II': 1, 'Process & Capabilities Mgr III': 1, 'Project Manager III - Internal': 1, 'Psls EDS Cons IV': 1, 'Psls EDS Cons V': 1, 'Psls EDS Strtgist': 1, 'Psls Tech Cons IV, Services': 1, 'Qua Project Program Mgr V': 1, 'Quality Engineer VI': 1, 'Sales Manager I, Specialty': 1, 'Sales Specialist V, HP SW': 1, 'Service Segment Mgr III': 1, 'Sls Consult V, EDS': 3, 'Sls Specialist I, Storage': 1, 'Sls Specialist IV, Solutions': 1, 'Sls Specialist IV, Systems': 1, 'Sls Specialist V, Networking 50/50': 1, 'Software Designer VI': 1, 'Software Designer VII': 1, 'Solution Architect IV': 1, 'Strategic Development Mgr III': 1, 'Svc Info Developer IV': 1, 'Systems/Software Engr V': 1, 'Technical Solutions Cons III': 1, 'Technology Consultant II': 1, 'Technology Consultant III': 2, 'Technology Consultant IV': 3, None: None}",3/16/20
Hewlett-Packard Company (HP),"['1501 Page Mill Road', '3000 Hanover Street', 'Palo Alto', ', CA', ' 94303']",25,11/21/14,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",11/21/14,Layoff,Yes,No,"{'Business Analyst II': 1, 'Business Oprartions Mgr II': 1, 'Business Planning Manager III': 1, 'Category Mgmnt Rep IV': 1, 'Customer Proj/Prgm Mgr III': 1, 'Dir ITO SVC Delivery I': 1, 'Dist Technology Cons': 1, 'Financial Systems analyst II': 1, 'IT Developer/Engineer IV': 1, 'IT Ops/Support Analyst IV': 1, 'ITO Serv Delivery Cons II': 1, 'ITO Svc Delivery ConsV': 1, 'Mgr Engineering IV': 1, 'Mgr, Practice Principal II': 1, 'Project Manager V-Internal': 1, 'Prsls Tech Cons strat, Netwkng': 1, 'Research Engr IV': 1, 'Service Segment Mgr III': 1, 'Service Segment Mgr V': 1, 'Strategic Development Mgr III': 1, 'Svc Info Developer II': 1, 'Svc info Developer IV': 1, 'technical solutions Cons III': 1, 'Technology Consultant IV': 2, None: None}",3/16/20
Hewlitt-Packard Company,"['1501 Page Mill Road', '3000 Hanover Street', 'Palo Alto', ', CA', ' 94304']",82,7/11/14,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",7/31/14,Layoff,Employer did not State,No,"{'Business Analyst II': 1, 'Business Development Consultant V': 1, 'Business Operations Manager II': 1, 'Business Planning Manager II': 1, 'C&B Advisor IV': 1, 'Customer Project/Program Mge II': 1, 'Customer Project/Program Mgr III': 1, 'Dir. eCommerce II': 1, 'Dir. Engineering I': 1, 'Director Sales Operations I': 1, 'Engr Program Mgr I': 1, 'Executive Assistant II': 2, 'Field Technical Spt Rep V': 1, 'Global Equity Plan Spec V': 1, 'Indus/Cust Segmt MktgMgr II': 1, 'Interactive/Web Mktg Mgr II': 1, 'Interactive/Web Mktg Mgr III': 1, 'Interactive/Wem Mktg Prof II': 1, 'IT Business Consultant IV': 1, 'IT Business Consultant V': 3, 'IT Developer/Engineer II': 2, 'IT Developer/Engineer IV': 6, 'IT Developer/Enginerr III': 1, 'IT Ops/Support Analyst II': 1, 'IT Ops/Support Analyst III': 2, 'IT Ops/Support Analyst IV': 3, 'Marcom Programs Mgr III': 1, 'Mgr Global Equity Admin II': 1, 'Mgr Indus/Cust Segmnt Mktg II': 1, 'Mgr ITO Svc Delivery I': 1, 'Mgr Program Mgt Office II': 1, 'Mgr Strategic Procurement II': 1, 'Mktg Ana / Ops Mgr I': 1, 'Mktg Ana / Ops Mgr III': 1, 'Partner Mktg Mgr II': 1, 'Process and Capabilities Mgr III': 1, 'Project Mgr IV-Internal': 3, 'Project Mgr V-Internal': 2, 'Psls EDS Cons V': 1, 'PSS GTM Programs Mgr II': 4, 'PSS GTM Programs Mgr III': 1, 'PSS Life Cycle Mktg Mgr I': 1, 'PSS Life Cycle Mktg Mgr III': 1, 'PSS Life Cycle Mktg Prof II': 1, 'Research/Intelligence Mgr I': 1, 'Sales Specialist V, HP SW': 1, 'Sales Supt Mgmt Coordinator V': 1, 'Service Segment Mgr V': 2, 'Software Designer VI': 3, 'Strategic Development Mgr II': 1, 'Strategic Procurement Mgr II': 1, 'Strategic Procurement Mgr III': 1, 'Svc Info Developer II': 1, 'SW Eng Support Specialist IV': 1, 'Systems/Software Eng VII': 1, 'Technology Consultant III': 1, 'Technology Consultant IV': 1, 'VSB Technical Support Rep II': 3, None: None}",3/16/20
Intuit Inc.,"['2632 Marine Way', ' Mountain View', ', CA', ' 94043']",65,9/15/14,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",7/29/14,Layoff,Employer did not State,No,"{'Account Team Leader - Mgr 3': 1, 'Administrative Assistant': 1, 'Application Ops Eng 2': 1, 'Architect': 1, 'Communications Svcs Architect': 1, 'Dir Development': 1, 'Dir Finance': 1, 'Interaction Design Strategist': 1, 'Knowledge Advisor': 1, 'Mgr 1 Supportability': 1, 'Mgr 2 Development': 4, 'Mgr 3 Development': 5, 'Principal SW Engineer': 1, 'Product Manager': 2, 'Sr Application Ops Eng': 2, 'Sr Business Analyst': 1, 'Sr Knowledge Advisor': 1, 'Sr Product Mgr': 2, 'Sr SCM Engineer': 1, 'Sr SW Engineer': 13, 'Sr SWE in Quality': 5, 'Staff Offering Program Mgr': 1, 'Staff SW Engineer': 6, 'Staff SW Quality Analyst': 2, 'Supportability Specialist': 2, 'SW Engineer 1': 1, 'SW Engineer 2': 2, 'SWE in Quality 2': 2, 'Vendor Partner Mgr': 1, 'Web Developer 2': 1, None: None}",3/16/20
HERE North American LLC,"['200 S. Mathilda Avenue', ' Sunnyvale', ', CA', ' 94086']",82,1/14/15,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",12/18/14,Layoff,Employer did not State,No,"{'Business Controller': 1, 'Chief Architect': 2, 'Design Director': 2, 'Director Product Management': 1, 'Director Product Marketing Map Things': 1, 'Director Program Operations': 1, 'Director R & D': 1, 'Director Software Engineering': 1, 'Distinguished Designer': 1, 'Engineer': 2, 'Executive Assistant I': 1, 'Head of HERE Marketing AMER': 1, 'Lead Engineer': 3, 'Manager Engineering': 1, 'Manager Portfolio Plan & Operations': 1, 'Marketing Manager': 1, 'Principal Architect': 1, 'Principal Designer': 6, 'Principal Engineer': 15, 'Principal Research Engineer': 1, 'Product Lead': 1, 'Product Marketing Manager': 1, 'QA Engineer': 1, 'QA Manager': 1, 'Quality Engineer': 1, 'Sr Designer': 1, 'Sr Director SW Engineering - MT': 1, 'Sr Engineer': 14, 'Sr Manager Engineering': 4, 'Sr Manager Product Management': 2, 'Sr Manager Program Operations': 1, 'Sr Manager Supply Chain': 1, 'Sr Product Analyst': 1, 'Sr Product Manager': 2, 'Sr Software Engineer': 1, 'Sr UX Designer': 3, 'VP Everyday Adventure': 2, None: None}",3/16/20
Hewlett-Packard Company,"['1501 Page Mill Road', '3000 Hanover Street', 'Palo Alto', ', CA', ' 94304']",52,2/13/15,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",2/10/15,Layoff,Employer did not State,No,"{'Appl Mgmt Svc Del': 1, 'Appl Mgmt Svc Del Cons': 1, 'Bus Analyst II': 1, 'Bus Consult V': 1, 'Bus Plan Mgr': 1, 'Bus Plan Mgr II': 2, 'Bus Strategy II Mgr': 1, 'Business Analyst III': 1, 'Business Analyst IV': 1, 'Business Consulting IV': 1, 'CSC Mgr Tech I': 1, 'Cust Proj/Mgr III': 1, 'Cust Proj/Prgm Mgr VI': 1, 'Dir Info Tech I': 1, 'Dir ITO Svc Del II': 1, 'Dir Sales Ops I': 1, 'Dir Seg Mktg I': 1, 'Dir. Strat Plan II': 1, 'Dist Tech Cons': 1, 'Eng VII': 1, 'Engr Program Mgr II': 2, 'Financial Analyst III': 1, 'Info Systems Archit IV': 1, 'Info Test IV': 1, 'IT Bus Consultant V': 2, 'IT Develop Eng IV': 3, 'IT Develop/Eng III': 1, 'IT OPS/Support Analyst III': 1, 'ITO Svc Delivery Cons II': 2, 'ITO Svc Delivery Cons IV': 1, 'L&D Program Mgr V': 1, 'Mgr Info Tech I': 1, 'Mgr ITO Svc Delivery I': 1, 'Product Eng II': 1, 'Project Mgr V': 1, 'Qua Project Prog Mgr V': 1, 'Service Seg Mgr V': 1, 'Software Design VII': 1, 'Sr Fin Analyst II': 1, 'Supv, Field Tech Spt': 1, 'Sw Eng QA IV': 1, 'System/Software Engr Iv': 1, 'Tech Consult III': 2, 'Trade Shows/Enents Mgr III': 1, None: None}",3/16/20
Intel Corporation,"['2200 Mission College Blvd.', ' Santa Clara', ', CA', ' 95054']",52,7/15/15,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",6/18/15,Layoff,Employer did not State,No,"{'Administrative Support': 1, 'Analog Engineer': 1, 'Application Developer': 3, 'Auditor': 1, 'BIOS Engineer': 1, 'Business Analyst': 1, 'Engineering Manager': 1, 'Engineering TD Manager': 1, 'Finance Specialist': 1, 'Financial Analyst': 1, 'Firmware Engineer': 1, 'Hardware Engineer': 3, 'IT Systems Integration': 2, 'Logistics Manager': 1, 'Marketing Engineer': 1, 'N': 1, 'Planning Analyst': 1, 'Platform Architect': 2, 'Product Development Engineer': 4, 'Product Engineer': 1, 'Product Marketing Engr Manager': 3, 'Program Manager Technical': 1, 'Proj/Program Mgr - Technical': 1, 'Project/Program Manager NonTec': 1, 'Project/Program Manager Tech': 2, 'Quality Engineer': 1, 'Quality Reliability Engineer': 1, 'Reliability R&D Engineer': 1, 'Research Scientist': 2, 'Software Engineer': 2, 'Strategic Planner': 2, 'Systems Analyst': 1, 'Systems Programmer': 2, 'Technical Expert': 1, 'Technical Mkt Engineer': 2, None: None}",3/16/20
Intel Corporation,"['3065 Bowers Avenue', ' Santa Clara', ', CA', ' 95054']",10,7/15/15,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",6/18/15,Layoff,Employer did not State,No,"{'CAD Engineer': 1, 'Engineering Manager': 1, 'Facilities Technician': 1, 'Influencer Mgr Sales': 1, 'Manufacturing Technician': 1, 'Mask Manufacturing Tech': 1, 'Mechanical Engineer': 2, 'Process Engineer': 1, 'Quality Engineer': 1, None: None}",3/16/20
Intel Corporation,"['3600 Juliette Lane', ' Santa Clara', ', CA', ' 95054']",103,7/15/15,No,,"NOVA Consortium (North Santa Clara), Employment De                              ",6/18/15,Layoff,Employer did not State,No,"{'Administrative Support': 1, 'Analog Engineer': 8, 'Application Developer': 3, 'CAD Engineer': 7, 'Component Design Engineer': 10, 'Design Automation Engineer': 1, 'Emulation Engineer': 1, 'Engineer Technician': 1, 'Engineer, Sr. Staff': 1, 'Engineering Manager': 1, 'Enterprise Architect': 1, 'Graphics Hardware Engineer': 8, 'Hardware Engineer': 4, 'Inter-Region Apps-Spec': 1, 'Marketing Manager': 1, 'Mask Designer': 2, 'Mechanical Engineer': 1, 'Product Development Engineer': 2, 'Product Engineer': 1, 'Proj/Prog Mgr - Non-Technical': 1, 'Project/Program Manager NonTec': 1, 'Research Scientist': 3, 'Si Architecture Engineer': 1, 'Silicon Architecture Engineer': 17, 'SMTS': 1, 'SoC Design Engineer': 1, 'Software Apps Engineer': 1, 'Software Architect': 2, 'Software Customer Quality Engi': 1, 'Software Engineer': 14, 'Software Engineering Manager': 1, 'Software Tech': 1, 'Strategic Business Development': 1, 'System Validation Engineer': 1, 'Technical Mkt Engineer': 1, None: None}",3/16/20
GENESIS HEALTHCARE,"['27442 PORTOLA PARKWAY', ' Foothill Ranch', ', CA', ' 92610']",71,2/1/15,No,,"Orange County Community Services Agency, Special P",12/17/14,Layoff,Yes,No,"{'ADMIN ASSISTANT': 1, 'AP ASSOC': 1, 'AP MANAGER': 1, 'AP SPECIALIST': 5, 'AP SR SPECIALIST': 1, 'ASST CONTROLLER': 1, 'BENEFITS ADMINISTRATOR II': 1, 'BILLING COORD': 3, 'BILLING MANAGER': 1, 'BUSINESS OP COORD': 1, 'BUSINESS PROCESS ANALYST': 1, 'BUSINESS SYSTEMS ANALYST': 2, 'CASH ACCOUNTANT': 1, 'CLINICAL REIMB COORD': 1, 'CLINICAL SERVICES ANALYST': 1, 'COMPLIANCE OFFICER/CONS': 1, 'CONTROLLER': 1, 'DIR APP ENGINEERING': 1, 'DIR CLINICAL SERVICES': 1, 'DIR OFFICE SERVICES': 1, 'DIR PAYROLL': 1, 'FINANCE OP SUPERVISOR': 1, 'HR SERVICE REP': 1, 'LEAD PAYROLL ASS': 1, 'LEGAL CLERK': 1, 'MANAGER SEC COMPL': 1, 'MANAGER TAX': 1, 'MARKETING SUPPORT COORD': 1, 'MGR FIN PLANNING & ANALYISIS': 1, 'MGR OPER. COMPLIANCE': 1, 'MGR REGIONAL RISK CONTROL': 1, 'MGR WORKERS COMP CLAIMS': 1, 'PAYROLL ASSOC': 3, 'PURCHASING AGENT': 1, 'RECEPTIONIST': 1, 'RECRUITING ANALYST': 1, 'REIMBURSEMENT ANALYST': 1, 'RISK ANALYST': 1, 'SR ACCOUNTANT': 3, 'SR BILLER': 1, 'SR EXECUTIVE ASSIST': 1, 'SR HR CONSULT-TRAIN & DEV': 1, 'SR HR GENERALIST': 1, 'SR TAX ANALYST': 1, 'STAFF ACCOUNTANT': 4, 'STAFFING COORD': 1, 'STRATEGY & INNOV AGENT': 1, 'STUDENT PROGRAM COORD': 1, 'SVP CIO': 1, 'SVP CLINICAL REIMB': 1, 'SVP HUMAN RESOURCES': 1, 'SVP PROFESSIONAL SERV': 1, None: None}",3/16/20
